dormitorios,banos,distrito,precio,area,latitud,longitud,fecha_publicacion,antiguedad,direccion,precision,type,precioxm2,dorm_ban
1.0,1.0,barranco,2200.0,45.0,-12.1389877,-77.02116380000001,1,4.0,"Jr. Tumbes 318, Barranco 15063, Peru",ROOFTOP,street_address,48.888888888888886,"1.0,1.0"
1.0,1.0,barranco,2250.0,52.0,-12.156885,-77.0231706,3,3.0,"Av. Chorrillos 162, Chorrillos 15063, Peru",ROOFTOP,street_address,43.26923076923077,"1.0,1.0"
2.0,1.0,barranco,2500.0,55.0,-12.1403178,-77.02114210000002,3,8.0,"15063, Jirón Fedelli, Barranco 15063, Peru",GEOMETRIC_CENTER,electrician,45.45454545454545,"2.0,1.0"
2.0,2.0,barranco,2895.0,65.0,-12.136681340506458,-77.0224147499357,3,2.0,"Av. Almte. Miguel Grau 1540, Barranco 15063, Peru",ROOFTOP,establishment,44.53846153846154,"2.0,2.0"
1.0,1.0,barranco,2000.0,38.0,-12.1337288,-77.0191908,3,4.0,"Felipe Sassone 200, Barranco 15047, Peru",ROOFTOP,street_address,52.63157894736842,"1.0,1.0"
3.0,2.0,barranco,4464.0,110.0,-12.1409998,-77.0232203,3,2.0,"Av. San Martín 512, Lima 15063, Peru",ROOFTOP,street_address,40.58181818181818,"3.0,2.0"
1.0,1.0,barranco,2800.0,60.0,-12.0686022,-77.0293599,1,8.0,"WXJC+H72, Jr. Sáenz Peña, La Victoria 15033, Peru",ROOFTOP,establishment,46.666666666666664,"1.0,1.0"
1.0,1.0,barranco,2438.0,40.0,-12.135961,-77.01972839999999,4,4.0,"Ca. Enrique Barrón 710, Lima 15063, Peru",ROOFTOP,street_address,60.95,"1.0,1.0"
3.0,2.0,barranco,2850.0,100.0,-12.1334984,-77.0195365,4,18.0,"Felipe Sassone 183, Barranco 15047, Peru",ROOFTOP,street_address,28.5,"3.0,2.0"
1.0,1.0,barranco,2405.0,40.0,-12.1407642,-77.015126,5,0.0,"Jr. García y García 700, Barranco 15049, Peru",ROOFTOP,street_address,60.125,"1.0,1.0"
2.0,2.0,barranco,2750.0,70.0,-12.1394361,-77.0199176,5,2.0,"Av. el Sol Este 450, Barranco 15063, Peru",ROOFTOP,street_address,39.285714285714285,"2.0,2.0"
3.0,2.0,barranco,3360.0,133.0,-12.1395412,-77.0218577,5,8.0,"Av. el Sol Este 116, Barranco 15063, Peru",ROOFTOP,street_address,25.263157894736842,"3.0,2.0"
1.0,1.0,barranco,1860.0,28.0,-12.1382352,-77.0222169,3,1.0,"Av. Almte. Miguel Grau 1350, Barranco 15063, Peru",ROOFTOP,street_address,66.42857142857143,"1.0,1.0"
1.0,1.0,barranco,2700.0,40.0,-12.1395123,-77.0216345,3,1.0,"Av. el Sol Este 150, Barranco 15063, Peru",ROOFTOP,street_address,67.5,"1.0,1.0"
1.0,1.0,barranco,2232.0,37.0,-12.136906879302291,-77.02243016931152,7,1.0,"Av. Almte. Miguel Grau 1540, Barranco 15063, Peru",ROOFTOP,street_address,60.32432432432432,"1.0,1.0"
1.0,1.0,barranco,2450.0,40.0,-12.1396645,-77.0230045,7,3.0,"Av. el Sol 161, Barranco 15063, Peru",ROOFTOP,establishment,61.25,"1.0,1.0"
2.0,2.0,barranco,4500.0,105.0,-12.1319393,-77.0287396,1,5.0,"Calle Alcanfores 1262, Lima 15074, Peru",ROOFTOP,premise,42.857142857142854,"2.0,2.0"
3.0,2.0,barranco,2990.0,78.0,-12.1386072,-77.01763059999999,8,4.0,"Av. República de Panamá 330, Barranco 15063, Peru",ROOFTOP,street_address,38.333333333333336,"3.0,2.0"
1.0,1.0,barranco,2900.0,43.0,-12.1397041,-77.0227408,8,5.0,"Av. el Sol Oeste 145, Barranco 15063, Peru",ROOFTOP,street_address,67.44186046511628,"1.0,1.0"
4.0,4.0,barranco,13600.0,354.0,-12.1476924,-77.0234371,8,20.0,"Jr.Batalla De Junin 249, Barranco 15063, Peru",ROOFTOP,premise,38.4180790960452,"4.0,4.0"
1.0,1.0,barranco,2440.0,40.0,-12.139767024244213,-77.02450806137693,8,8.0,"Jr. Tacna 490, Barranco 15063, Peru",ROOFTOP,street_address,61.0,"1.0,1.0"
1.0,1.0,barranco,2200.0,45.0,-12.1397168,-77.02117379999999,1,4.0,"Lt-12, Jr. Tumbes mz 2c, Barranco 15063, Peru",ROOFTOP,cafe,48.888888888888886,"1.0,1.0"
1.0,1.0,barranco,1900.0,60.0,-12.133531924113576,-77.01864072831117,2,12.0,"Parque Gonzáles Prada 215, Lima 15047, Peru",ROOFTOP,street_address,31.666666666666668,"1.0,1.0"
1.0,1.0,barranco,2500.0,50.0,-12.1361043297,-77.0222417973,9,0.0,"Jirón Juan Fanning 137, Barranco 15063, Peru",ROOFTOP,street_address,50.0,"1.0,1.0"
2.0,2.0,barranco,6000.0,150.0,-12.1376128,-77.02482669999999,10,8.0,"Jirón Las Mimosas 263, Barranco 15063, Peru",ROOFTOP,establishment,40.0,"2.0,2.0"
1.0,1.0,barranco,2153.0,43.0,-12.1363357,-77.0225231,10,2.0,"Jirón Juan Fanning 100, Barranco 15063, Peru",ROOFTOP,street_address,50.06976744186046,"1.0,1.0"
1.0,1.0,barranco,2331.0,38.0,-12.1531248,-77.0227335,10,7.0,"Av. Pedro de Osma 305, Barranco 15063, Peru",ROOFTOP,street_address,61.3421052631579,"1.0,1.0"
1.0,1.0,barranco,2635.0,42.0,-12.1382352,-77.02221689999999,11,4.0,"Av. Almte. Miguel Grau 1350, Barranco 15063, Peru",ROOFTOP,street_address,62.73809523809524,"1.0,1.0"
3.0,2.0,barranco,2400.0,70.0,-12.1411508,-77.0221186,11,2.0,"barranco, Lima, Perú.",APPROXIMATE,locality,34.285714285714285,"3.0,2.0"
2.0,3.0,barranco,2800.0,72.0,-12.136791827467029,-77.02253568598326,0,1.0,"Av. Almte. Miguel Grau 1510, Barranco 15063, Peru",ROOFTOP,street_address,38.888888888888886,"2.0,3.0"
1.0,1.0,barranco,2100.0,41.0,-12.1395359,-77.0215451,11,0.0,"Av. el Sol 196, Lima 15063, Peru",ROOFTOP,street_address,51.21951219512195,"1.0,1.0"
2.0,2.0,barranco,4250.0,105.0,-12.1361446,-77.0224365,12,4.0,"Jirón Juan Fanning 109, Lima 15063, Peru",ROOFTOP,street_address,40.476190476190474,"2.0,2.0"
1.0,1.0,barranco,2100.0,40.0,-12.138592606923838,-77.0221252105896,12,0.0,"Jr. Maynas 145, Lima 15063, Peru",ROOFTOP,premise,52.5,"1.0,1.0"
3.0,2.0,barranco,4125.0,120.0,-12.1516619,-77.02367400000003,12,9.0,"28 De Julio 438, Barranco 15063, Peru",ROOFTOP,premise,34.375,"3.0,2.0"
3.0,2.0,barranco,2500.0,80.0,-12.1377473,-77.0177432,12,3.0,"Av. República de Panamá 225, Lima 15063, Peru",ROOFTOP,street_address,31.25,"3.0,2.0"
1.0,1.0,barranco,2200.0,50.0,-12.1377473,-77.0177432,12,4.0,"Av. República de Panamá 225, Lima 15063, Peru",ROOFTOP,street_address,44.0,"1.0,1.0"
1.0,1.0,barranco,2625.0,65.0,-12.1306454,-77.0235286,109,10.0,"VX9G+PHX, Av. Reducto, Miraflores 15074, Peru",ROOFTOP,establishment,40.38461538461539,"1.0,1.0"
1.0,1.0,barranco,2400.0,50.0,-12.1555383,-77.02290169999999,14,3.0,"Pedro de Osma 307, Barranco 15063, Peru",ROOFTOP,establishment,48.0,"1.0,1.0"
2.0,2.0,barranco,4300.0,105.0,-12.136245024873142,-77.02198309577027,10,2.0,"Jiron Comandante Juan Fanning 190, Barranco 15063, Peru",ROOFTOP,premise,40.95238095238095,"2.0,2.0"
2.0,2.0,barranco,4625.0,103.0,-12.143194,-77.0233577,12,7.0,"Av. Roque Saenz Peña 208, Barranco 15063, Peru",ROOFTOP,street_address,44.90291262135922,"2.0,2.0"
3.0,2.0,barranco,3200.0,104.0,-12.1397168,-77.0211738,15,25.0,"Lt-12, Jr. Tumbes mz 2c, Barranco 15063, Peru",ROOFTOP,cafe,30.76923076923077,"3.0,2.0"
1.0,1.0,barranco,2590.0,50.0,-12.1386057,-77.02510970000003,15,3.0,"Av. el Sol Oeste 385, Barranco 15063, Peru",ROOFTOP,establishment,51.8,"1.0,1.0"
1.0,1.0,barranco,2440.0,50.0,-12.1440877,-77.02298379999999,10,2.0,"Av. San Martín 234, Lima 15063, Peru",ROOFTOP,street_address,48.8,"1.0,1.0"
3.0,2.0,barranco,3330.0,133.0,-12.1394888,-77.0192863,15,9.0,"El Sol Este 546, Barranco 15063, Peru",ROOFTOP,street_address,25.037593984962406,"3.0,2.0"
1.0,1.0,barranco,2250.0,46.0,-12.1518269,-77.01947559999999,2,2.0,"Jirón Tejadita 391-395, Lima 15063, Peru",ROOFTOP,street_address,48.91304347826087,"1.0,1.0"
1.0,1.0,barranco,2625.0,48.0,-12.1531248,-77.0227335,16,6.0,"Av. Pedro de Osma 305, Barranco 15063, Peru",ROOFTOP,street_address,54.6875,"1.0,1.0"
1.0,1.0,barranco,2150.0,35.0,-12.1518424,-77.0195535,15,1.0,"Augusto Tamayo Vargas 395, Lima 15063, Peru",ROOFTOP,street_address,61.42857142857143,"1.0,1.0"
1.0,1.0,barranco,2620.0,40.0,-12.137675641032883,-77.02127341834637,17,4.0,"Jr. Carlos Arrieta 240, Barranco 15063, Peru",ROOFTOP,street_address,65.5,"1.0,1.0"
1.0,1.0,barranco,2320.0,46.0,-12.1519151,-77.01944879999999,18,2.0,"Jirón Tejadita 395, Barranco 15063, Peru",ROOFTOP,establishment,50.43478260869565,"1.0,1.0"
2.0,2.0,barranco,3000.0,70.0,-12.132017094470315,-77.01873498315047,13,2.0,"C. Ramón Ribeyro 1063, Lima 15047, Peru",ROOFTOP,street_address,42.857142857142854,"2.0,2.0"
1.0,1.0,barranco,2195.0,41.0,-12.139568811300729,-77.02306204875721,18,2.0,"Av. el Sol Oeste 165, Barranco 15063, Peru",ROOFTOP,street_address,53.53658536585366,"1.0,1.0"
1.0,1.0,barranco,2925.0,54.0,-12.13764983651565,-77.0246533379593,18,11.0,"Jirón Las Mimosas 275, Lima 15063, Peru",ROOFTOP,premise,54.166666666666664,"1.0,1.0"
3.0,2.0,barranco,6768.0,174.0,-12.1404246,-77.0243424,18,9.0,"Jirón Pedro Martinto 296, Barranco 15063, Peru",ROOFTOP,establishment,38.89655172413793,"3.0,2.0"
1.0,1.0,barranco,2250.0,42.0,-12.1395433,-77.02158629999997,19,3.0,"Av. el Sol 196, Lima 15063, Peru",ROOFTOP,street_address,53.57142857142857,"1.0,1.0"
1.0,1.0,barranco,3720.0,95.0,-12.1398787,-77.02502820000001,2,6.0,"Ca. las Magnolias 160, Lima 15063, Peru",ROOFTOP,street_address,39.1578947368421,"1.0,1.0"
1.0,1.0,barranco,2060.0,39.0,-12.136890142110492,-77.0224832803566,2,4.0,"Av. Almte. Miguel Grau 1502, Barranco 15063, Peru",ROOFTOP,establishment,52.82051282051282,"1.0,1.0"
3.0,2.0,barranco,2500.0,70.0,-12.1385764,-77.01760709999999,0,9.0,"Av. República de Panamá 348, Barranco 15049, Peru",ROOFTOP,establishment,35.714285714285715,"3.0,2.0"
1.0,1.0,barranco,3000.0,91.0,-12.1403044,-77.02300799999999,19,4.0,"Jirón Pedro Martinto 182, Lima 15063, Peru",ROOFTOP,premise,32.967032967032964,"1.0,1.0"
3.0,2.0,barranco,5200.0,150.0,-12.1411508,-77.0221186,1,3.0,"barranco, Lima, Perú.",APPROXIMATE,locality,34.666666666666664,"3.0,2.0"
2.0,2.0,barranco,2400.0,90.0,-12.139344799999998,-77.0193187,21,2.0,"Niño Héroe ""Felipe Semorile Liman' Park, Av. el Sol Este 562, Barranco 15063, Peru",ROOFTOP,establishment,26.666666666666668,"2.0,2.0"
1.0,1.0,barranco,2500.0,50.0,-12.1366941,-77.0224643,1,5.0,"Av. Almte. Miguel Grau 1540, Barranco 15063, Peru",ROOFTOP,establishment,50.0,"1.0,1.0"
1.0,1.0,barranco,2604.0,50.0,-12.137870105339738,-77.02472307539368,22,3.0,"Jirón Las Mimosas 259, Barranco 15063, Peru",ROOFTOP,street_address,52.08,"1.0,1.0"
2.0,2.0,barranco,3320.0,79.0,-12.1389877,-77.02116380000001,0,3.0,"Jr. Tumbes 318, Barranco 15063, Peru",ROOFTOP,street_address,42.0253164556962,"2.0,2.0"
4.0,5.0,barranco,10600.0,448.0,-12.1436554,-77.0247826,23,12.0,"Mal. Souza 111, Barranco 15063, Peru",ROOFTOP,street_address,23.660714285714285,"4.0,5.0"
1.0,1.0,barranco,3200.0,76.0,-12.133417120865792,-77.01958841707761,30,8.0,"Teodosio Parreño 341, Barranco 15047, Peru",ROOFTOP,premise,42.10526315789474,"1.0,1.0"
1.0,1.0,barranco,2400.0,35.0,-12.1518269,-77.01947559999999,23,2.0,"Jirón Tejadita 391-395, Lima 15063, Peru",ROOFTOP,street_address,68.57142857142857,"1.0,1.0"
3.0,2.0,barranco,3000.0,75.0,-12.1331198,-77.0188094,8,3.0,"Parque Gonzáles Prada 187, Barranco 15043, Peru",ROOFTOP,street_address,40.0,"3.0,2.0"
1.0,1.0,barranco,2300.0,45.0,-12.1433663,-77.0230859,18,1.0,"Av. Sáenz Peña 291, Lima 15063, Peru",ROOFTOP,street_address,51.111111111111114,"1.0,1.0"
1.0,1.0,barranco,2000.0,41.0,-12.1368608,-77.0185175,1,6.0,"Rosendo Vidaurre 473, Barranco 15063, Peru",ROOFTOP,street_address,48.78048780487805,"1.0,1.0"
1.0,1.0,barranco,2300.0,43.0,-12.1395359,-77.0215451,26,2.0,"Av. el Sol 196, Lima 15063, Peru",ROOFTOP,street_address,53.48837209302326,"1.0,1.0"
2.0,2.0,barranco,6727.0,125.0,-12.1384924,-77.0257574,21,12.0,"Av. el Sol Oeste 475, Barranco 15063, Peru",ROOFTOP,premise,53.816,"2.0,2.0"
1.0,1.0,barranco,2500.0,45.0,-12.1360173,-77.0213787,30,8.0,"Jirón Juan Fanning 214, Barranco 15063, Peru",ROOFTOP,street_address,55.55555555555556,"1.0,1.0"
1.0,1.0,barranco,3000.0,69.0,-12.1320768,-77.0186851,8,8.0,"C. Ramón Ribeyro 1063, Lima 15047, Peru",ROOFTOP,street_address,43.47826086956522,"1.0,1.0"
2.0,2.0,barranco,2800.0,60.0,-12.1364596,-77.0213055,30,7.0,"Jr. Buenaventura Aguirre 209, Lima 15063, Peru",ROOFTOP,premise,46.666666666666664,"2.0,2.0"
2.0,2.0,barranco,3700.0,60.0,-12.1396645,-77.0230045,12,3.0,"Av. el Sol 161, Barranco 15063, Peru",ROOFTOP,establishment,61.666666666666664,"2.0,2.0"
1.0,1.0,barranco,2812.0,51.0,-12.1329588,-77.0204132,30,5.0,"Ca. Francisco Del Castillo 665, Barranco 15047, Peru",ROOFTOP,street_address,55.13725490196079,"1.0,1.0"
2.0,2.0,barranco,3204.0,70.0,-12.135475075106934,-77.01808632803346,31,8.0,"Teodosio Parreño 122, Lima 15047, Peru",ROOFTOP,street_address,45.77142857142857,"2.0,2.0"
1.0,1.0,barranco,2600.0,64.0,-12.1411508,-77.0221186,32,8.0,"15063, Barranco 15063, Peru",GEOMETRIC_CENTER,establishment,40.625,"1.0,1.0"
1.0,1.0,barranco,1800.0,50.0,-12.147344,-77.0233949,32,20.0,"C. Coronel Alfonso Ugarte 455, Magdalena del Mar 15063, Peru",ROOFTOP,street_address,36.0,"1.0,1.0"
2.0,2.0,barranco,8291.0,185.0,-12.1364358,-77.026794,33,18.0,"Malecón Armendáriz 179, Lima 15074, Peru",ROOFTOP,street_address,44.81621621621622,"2.0,2.0"
3.0,2.0,barranco,3066.0,83.0,-12.139996599999998,-77.0236548,3,13.0,"Av. Prolongación General Jose de San Martin 655, Barranco 15063, Peru",ROOFTOP,street_address,36.93975903614458,"3.0,2.0"
1.0,1.0,barranco,2250.0,55.0,-12.1373839,-77.0223168,33,5.0,"Av. Almte. Miguel Grau 1430, Barranco 15063, Peru",ROOFTOP,street_address,40.90909090909091,"1.0,1.0"
2.0,2.0,barranco,2800.0,70.0,-12.1384977,-77.02221689999999,26,1.0,"Jr. Maynas 107, Barranco 15063, Peru",ROOFTOP,establishment,40.0,"2.0,2.0"
2.0,2.0,barranco,3800.0,96.0,-12.132796,-77.0206958,12,0.0,"Av Tejada 350, Lima 15047, Peru",ROOFTOP,premise,39.583333333333336,"2.0,2.0"
2.0,1.0,barranco,3750.0,60.0,-12.1381216,-77.0165683,36,5.0,"Jiron German Noriega del Valle 201, Barranco 15049, Peru",ROOFTOP,street_address,62.5,"2.0,1.0"
3.0,2.0,barranco,6290.0,100.0,-12.1405711,-77.0245093,36,2.0,"Jirón Pedro Martinto 299, Lima 15063, Peru",ROOFTOP,street_address,62.9,"3.0,2.0"
1.0,1.0,barranco,2250.0,39.0,-12.1384977,-77.02221689999999,26,1.0,"Jr. Maynas 107, Barranco 15063, Peru",ROOFTOP,establishment,57.69230769230769,"1.0,1.0"
2.0,2.0,barranco,4500.0,105.0,-12.1439956,-77.02302150000001,36,1.0,"Av. San Martín 236, Barranco 15063, Peru",ROOFTOP,street_address,42.857142857142854,"2.0,2.0"
3.0,3.0,barranco,12200.0,260.0,-12.143923,-77.02494109999999,37,9.0,"Mal. Souza 123, Barranco 15063, Peru",ROOFTOP,premise,46.92307692307692,"3.0,3.0"
2.0,2.0,barranco,3187.0,63.0,-12.1373839,-77.0223168,27,3.0,"Av. Almte. Miguel Grau 1430, Barranco 15063, Peru",ROOFTOP,street_address,50.58730158730159,"2.0,2.0"
1.0,2.0,barranco,3950.0,80.0,-12.1383113,-77.0252084,37,10.0,"Av. el Sol 450, Barranco 15063, Peru",ROOFTOP,premise,49.375,"1.0,2.0"
1.0,2.0,barranco,3185.0,86.0,-12.1397988,-77.0253443,37,10.0,"Jirón Las Mimosas 108, Lima 15063, Peru",ROOFTOP,street_address,37.03488372093023,"1.0,2.0"
1.0,1.0,barranco,2000.0,28.0,-12.1378181,-77.02206969999997,38,3.0,"Jr. Carlos Arrieta 196, Barranco LIMA04, Peru",ROOFTOP,premise,71.42857142857143,"1.0,1.0"
3.0,3.0,barranco,4125.0,90.0,-12.1369567,-77.02211310000001,23,5.0,"Jr. Buenaventura Aguirre 103c, Lima 15063, Peru",ROOFTOP,street_address,45.833333333333336,"3.0,3.0"
